"","ModuleColors","genes"
"6116","blue","LHX5"
"6142","blue","LIMS3"
"6151","blue","LINC00029"
"6154","blue","LINC00092"
"6156","blue","LINC00113"
"6160","blue","LINC00165"
"6173","blue","LINC00311"
"6181","blue","LINC00410"
"6189","blue","LINC00486"
"6190","blue","LINC00488"
"6192","blue","LINC00518"
"6197","blue","LINC00567"
"6207","blue","LINGO4"
"6214","blue","LIPM"
"6230","blue","LMOD1"
"6231","blue","LMOD2"
"6237","blue","LNPEP"
"6240","blue","LOC100009676"
"6244","blue","LOC100127888"
"6246","blue","LOC100128139"
"6250","blue","LOC100128292"
"6261","blue","LOC100129935"
"6262","blue","LOC100130331"
"6265","blue","LOC100130502"
"6272","blue","LOC100131283"
"6280","blue","LOC100132707"
"6282","blue","LOC100133131"
"6283","blue","LOC100133287"
"6286","blue","LOC100133991"
"6290","blue","LOC100147773"
"6295","blue","LOC100240734"
"6296","blue","LOC100268168"
"6297","blue","LOC100270804"
"6315","blue","LOC100288169"
"6316","blue","LOC100288224"
"6319","blue","LOC100288721"
"6320","blue","LOC100288781"
"6324","blue","LOC100289086"
"6326","blue","LOC100289508"
"6329","blue","LOC100291666"
"6330","blue","LOC100292680"
"6332","blue","LOC100294350"
"6333","blue","LOC100294357"
"6334","blue","LOC100294358"
"6338","blue","LOC100419017"
"6343","blue","LOC116437"
"6344","blue","LOC127841"
"6347","blue","LOC144742"
"6353","blue","LOC148413"
"6354","blue","LOC148696"
"6355","blue","LOC148709"
"6357","blue","LOC149134"
"6358","blue","LOC149837"
"6363","blue","LOC151146"
"6371","blue","LOC158572"
"6373","blue","LOC200261"
"6374","blue","LOC201651"
"6376","blue","LOC219347"
"6380","blue","LOC255025"
"6383","blue","LOC255512"
"6384","blue","LOC282997"
"6390","blue","LOC283731"
"6394","blue","LOC283867"
"6397","blue","LOC284379"
"6403","blue","LOC284837"
"6410","blue","LOC285548"
"6412","blue","LOC285627"
"6413","blue","LOC285696"
"6415","blue","LOC286126"
"6416","blue","LOC286135"
"6417","blue","LOC286367"
"6423","blue","LOC339535"
"6424","blue","LOC339568"
"6425","blue","LOC339788"
"6428","blue","LOC374443"
"6433","blue","LOC388692"
"6436","blue","LOC389831"
"6437","blue","LOC389834"
"6443","blue","LOC400684"
"6446","blue","LOC400794"
"6449","blue","LOC401093"
"6451","blue","LOC415056"
"6459","blue","LOC441601"
"6460","blue","LOC553137"
"6461","blue","LOC554174"
"6469","blue","LOC642426"
"6475","blue","LOC643955"
"6477","blue","LOC644587"
"6481","blue","LOC645638"
"6482","blue","LOC645722"
"6483","blue","LOC646762"
"6487","blue","LOC651721"
"6488","blue","LOC652276"
"6489","blue","LOC653110"
"6492","blue","LOC693271"
"6497","blue","LOC693291"
"6508","blue","LOC693463"
"6520","blue","LOC693513"
"6524","blue","LOC693547"
"6527","blue","LOC693573"
"6529","blue","LOC693580"
"6533","blue","LOC693607"
"6556","blue","LOC693777"
"6569","blue","LOC693892"
"6570","blue","LOC693895"
"6571","blue","LOC693907"
"6579","blue","LOC693974"
"6580","blue","LOC693992"
"6583","blue","LOC694011"
"6584","blue","LOC694019"
"6594","blue","LOC694111"
"6596","blue","LOC694122"
"6598","blue","LOC694126"
"6602","blue","LOC694161"
"6603","blue","LOC694175"
"6630","blue","LOC694466"
"6637","blue","LOC694543"
"6652","blue","LOC694695"
"6661","blue","LOC694797"
"6668","blue","LOC694820"
"6670","blue","LOC694833"
"6685","blue","LOC694968"
"6689","blue","LOC695005"
"6695","blue","LOC695067"
"6696","blue","LOC695097"
"6705","blue","LOC695150"
"6713","blue","LOC695187"
"6721","blue","LOC695261"
"6727","blue","LOC695321"
"6728","blue","LOC695322"
"6732","blue","LOC695349"
"6742","blue","LOC695409"
"6750","blue","LOC695451"
"6771","blue","LOC695630"
"6773","blue","LOC695645"
"6776","blue","LOC695690"
"6778","blue","LOC695694"
"6781","blue","LOC695717"
"6782","blue","LOC695721"
"6787","blue","LOC695749"
"6805","blue","LOC695868"
"6806","blue","LOC695869"
"6823","blue","LOC695967"
"6834","blue","LOC696044"
"6835","blue","LOC696059"
"6840","blue","LOC696077"
"6844","blue","LOC696114"
"6849","blue","LOC696140"
"6887","blue","LOC696403"
"6900","blue","LOC696485"
"6923","blue","LOC696658"
"6932","blue","LOC696731"
"6942","blue","LOC696805"
"6972","blue","LOC696974"
"6976","blue","LOC696996"
"6985","blue","LOC697047"
"6992","blue","LOC697102"
"6996","blue","LOC697149"
"6998","blue","LOC697155"
"7000","blue","LOC697161"
"7022","blue","LOC697303"
"7024","blue","LOC697328"
"7032","blue","LOC697402"
"7038","blue","LOC697423"
"7050","blue","LOC697524"
"7058","blue","LOC697584"
"7069","blue","LOC697640"
"7077","blue","LOC697700"
"7078","blue","LOC697706"
"7093","blue","LOC697827"
"7102","blue","LOC697900"
"7105","blue","LOC697912"
"7110","blue","LOC697971"
"7123","blue","LOC698056"
"7125","blue","LOC698063"
"7132","blue","LOC698101"
"7133","blue","LOC698105"
"7141","blue","LOC698161"
"7169","blue","LOC698336"
"7192","blue","LOC698510"
"7196","blue","LOC698525"
"7201","blue","LOC698649"
"7213","blue","LOC698738"
"7217","blue","LOC698781"
"7225","blue","LOC698825"
"7234","blue","LOC698909"
"7247","blue","LOC699020"
"7248","blue","LOC699021"
"7257","blue","LOC699060"
"7264","blue","LOC699118"
"7284","blue","LOC699289"
"7285","blue","LOC699293"
"7294","blue","LOC699349"
"7296","blue","LOC699358"
"7307","blue","LOC699408"
"7309","blue","LOC699418"
"7310","blue","LOC699419"
"7325","blue","LOC699496"
"7327","blue","LOC699503"
"7335","blue","LOC699556"
"7338","blue","LOC699602"
"7346","blue","LOC699682"
"7366","blue","LOC699817"
"7377","blue","LOC699912"
"7379","blue","LOC699917"
"7381","blue","LOC699926"
"7386","blue","LOC699966"
"7387","blue","LOC699976"
"7399","blue","LOC700137"
"7403","blue","LOC700164"
"7404","blue","LOC700181"
"7406","blue","LOC700191"
"7407","blue","LOC700208"
"7413","blue","LOC700241"
"7414","blue","LOC700246"
"7428","blue","LOC700381"
"7434","blue","LOC700411"
"7436","blue","LOC700423"
"7449","blue","LOC700549"
"7458","blue","LOC700588"
"7464","blue","LOC700645"
"7474","blue","LOC700699"
"7476","blue","LOC700711"
"7496","blue","LOC700931"
"7497","blue","LOC700951"
"7499","blue","LOC700971"
"7500","blue","LOC700981"
"7507","blue","LOC701027"
"7511","blue","LOC701049"
"7525","blue","LOC701214"
"7528","blue","LOC701240"
"7551","blue","LOC701481"
"7559","blue","LOC701515"
"7567","blue","LOC701573"
"7569","blue","LOC701602"
"7572","blue","LOC701628"
"7579","blue","LOC701667"
"7589","blue","LOC701740"
"7593","blue","LOC701772"
"7601","blue","LOC701862"
"7611","blue","LOC701920"
"7614","blue","LOC701976"
"7646","blue","LOC702215"
"7647","blue","LOC702221"
"7648","blue","LOC702223"
"7652","blue","LOC702239"
"7653","blue","LOC702242"
"7670","blue","LOC702351"
"7672","blue","LOC702369"
"7686","blue","LOC702524"
"7689","blue","LOC702540"
"7694","blue","LOC702605"
"7700","blue","LOC702661"
"7704","blue","LOC702712"
"7708","blue","LOC702796"
"7727","blue","LOC702914"
"7732","blue","LOC702940"
"7735","blue","LOC702996"
"7753","blue","LOC703126"
"7754","blue","LOC703132"
"7765","blue","LOC703238"
"7772","blue","LOC703281"
"7774","blue","LOC703291"
"7776","blue","LOC703304"
"7777","blue","LOC703329"
"7782","blue","LOC703400"
"7792","blue","LOC703499"
"7798","blue","LOC703528"
"7801","blue","LOC703604"
"7804","blue","LOC703622"
"7807","blue","LOC703637"
"7814","blue","LOC703705"
"7820","blue","LOC703753"
"7827","blue","LOC703782"
"7833","blue","LOC703828"
"7844","blue","LOC703883"
"7847","blue","LOC703896"
"7849","blue","LOC703919"
"7852","blue","LOC703922"
"7853","blue","LOC703932"
"7856","blue","LOC703955"
"7857","blue","LOC703963"
"7882","blue","LOC704163"
"7897","blue","LOC704305"
"7900","blue","LOC704318"
"7906","blue","LOC704391"
"7914","blue","LOC704463"
"7930","blue","LOC704614"
"7934","blue","LOC704641"
"7944","blue","LOC704732"
"7948","blue","LOC704800"
"7957","blue","LOC704872"
"7963","blue","LOC704947"
"7968","blue","LOC704998"
"7974","blue","LOC705107"
"7978","blue","LOC705138"
"7980","blue","LOC705143"
"7987","blue","LOC705249"
"7990","blue","LOC705271"
"7999","blue","LOC705334"
"8002","blue","LOC705382"
"8011","blue","LOC705449"
"8027","blue","LOC705572"
"8040","blue","LOC705678"
"8043","blue","LOC705704"
"8051","blue","LOC705814"
"8052","blue","LOC705816"
"8059","blue","LOC705884"
"8060","blue","LOC705885"
"8068","blue","LOC705946"
"8069","blue","LOC705952"
"8071","blue","LOC705976"
"8072","blue","LOC705993"
"8080","blue","LOC706043"
"8085","blue","LOC706106"
"8088","blue","LOC706117"
"8100","blue","LOC706245"
"8124","blue","LOC706425"
"8125","blue","LOC706427"
"8127","blue","LOC706439"
"8128","blue","LOC706441"
"8130","blue","LOC706443"
"8132","blue","LOC706448"
"8139","blue","LOC706478"
"8147","blue","LOC706576"
"8153","blue","LOC706631"
"8155","blue","LOC706675"
"8165","blue","LOC706830"
"8179","blue","LOC706942"
"8183","blue","LOC706973"
"8186","blue","LOC706992"
"8201","blue","LOC707129"
"8202","blue","LOC707153"
"8212","blue","LOC707248"
"8216","blue","LOC707282"
"8223","blue","LOC707307"
"8227","blue","LOC707359"
"8230","blue","LOC707393"
"8240","blue","LOC707430"
"8243","blue","LOC707444"
"8248","blue","LOC707468"
"8251","blue","LOC707501"
"8253","blue","LOC707518"
"8260","blue","LOC707602"
"8265","blue","LOC707620"
"8269","blue","LOC707638"
"8279","blue","LOC707708"
"8284","blue","LOC707738"
"8287","blue","LOC707755"
"8288","blue","LOC707760"
"8290","blue","LOC707783"
"8299","blue","LOC707814"
"8302","blue","LOC707824"
"8304","blue","LOC707835"
"8306","blue","LOC707842"
"8311","blue","LOC707917"
"8313","blue","LOC707931"
"8314","blue","LOC707949"
"8317","blue","LOC707961"
"8320","blue","LOC707982"
"8324","blue","LOC708028"
"8330","blue","LOC708060"
"8334","blue","LOC708090"
"8364","blue","LOC708317"
"8368","blue","LOC708343"
"8372","blue","LOC708353"
"8381","blue","LOC708423"
"8383","blue","LOC708440"
"8395","blue","LOC708528"
"8400","blue","LOC708541"
"8402","blue","LOC708548"
"8418","blue","LOC708657"
"8424","blue","LOC708686"
"8429","blue","LOC708724"
"8434","blue","LOC708768"
"8435","blue","LOC708770"
"8446","blue","LOC708815"
"8455","blue","LOC708894"
"8459","blue","LOC708919"
"8465","blue","LOC708942"
"8466","blue","LOC708946"
"8470","blue","LOC708961"
"8479","blue","LOC708986"
"8480","blue","LOC708988"
"8481","blue","LOC708989"
"8491","blue","LOC709025"
"8492","blue","LOC709052"
"8499","blue","LOC709081"
"8510","blue","LOC709142"
"8519","blue","LOC709179"
"8546","blue","LOC709324"
"8554","blue","LOC709371"
"8558","blue","LOC709401"
"8570","blue","LOC709457"
"8596","blue","LOC709603"
"8608","blue","LOC709651"
"8611","blue","LOC709660"
"8625","blue","LOC709721"
"8636","blue","LOC709784"
"8641","blue","LOC709813"
"8644","blue","LOC709821"
"8656","blue","LOC709894"
"8658","blue","LOC709909"
"8667","blue","LOC709981"
"8669","blue","LOC709994"
"8670","blue","LOC709999"
"8676","blue","LOC710060"
"8677","blue","LOC710064"
"8703","blue","LOC710188"
"8704","blue","LOC710192"
"8709","blue","LOC710226"
"8716","blue","LOC710267"
"8721","blue","LOC710276"
"8730","blue","LOC710332"
"8739","blue","LOC710367"
"8748","blue","LOC710441"
"8756","blue","LOC710465"
"8757","blue","LOC710468"
"8761","blue","LOC710526"
"8770","blue","LOC710551"
"8803","blue","LOC710705"
"8814","blue","LOC710774"
"8816","blue","LOC710785"
"8819","blue","LOC710796"
"8823","blue","LOC710811"
"8825","blue","LOC710821"
"8835","blue","LOC710866"
"8842","blue","LOC710899"
"8843","blue","LOC710900"
"8848","blue","LOC710937"
"8873","blue","LOC711039"
"8880","blue","LOC711084"
"8888","blue","LOC711119"
"8890","blue","LOC711141"
"8893","blue","LOC711175"
"8894","blue","LOC711177"
"8914","blue","LOC711291"
"8918","blue","LOC711303"
"8922","blue","LOC711323"
"8923","blue","LOC711325"
"8925","blue","LOC711338"
"8926","blue","LOC711340"
"8931","blue","LOC711384"
"8947","blue","LOC711496"
"8949","blue","LOC711503"
"8951","blue","LOC711518"
"8957","blue","LOC711531"
"8961","blue","LOC711561"
"8964","blue","LOC711584"
"8968","blue","LOC711625"
"8972","blue","LOC711637"
"8981","blue","LOC711702"
"8988","blue","LOC711746"
"8990","blue","LOC711764"
"8991","blue","LOC711771"
"9001","blue","LOC711824"
"9003","blue","LOC711853"
"9007","blue","LOC711865"
"9010","blue","LOC711872"
"9013","blue","LOC711881"
"9015","blue","LOC711890"
"9019","blue","LOC711910"
"9020","blue","LOC711911"
"9026","blue","LOC711953"
"9037","blue","LOC711998"
"9042","blue","LOC712049"
"9045","blue","LOC712069"
"9048","blue","LOC712087"
"9059","blue","LOC712137"
"9063","blue","LOC712219"
"9075","blue","LOC712268"
"9079","blue","LOC712301"
"9081","blue","LOC712304"
"9083","blue","LOC712309"
"9095","blue","LOC712369"
"9109","blue","LOC712438"
"9111","blue","LOC712440"
"9117","blue","LOC712482"
"9149","blue","LOC712670"
"9151","blue","LOC712688"
"9153","blue","LOC712703"
"9156","blue","LOC712733"
"9167","blue","LOC712822"
"9171","blue","LOC712843"
"9180","blue","LOC712922"
"9200","blue","LOC713030"
"9207","blue","LOC713094"
"9210","blue","LOC713108"
"9221","blue","LOC713152"
"9225","blue","LOC713171"
"9235","blue","LOC713212"
"9237","blue","LOC713225"
"9241","blue","LOC713247"
"9242","blue","LOC713257"
"9244","blue","LOC713270"
"9249","blue","LOC713323"
"9250","blue","LOC713326"
"9257","blue","LOC713357"
"9259","blue","LOC713371"
"9260","blue","LOC713375"
"9263","blue","LOC713391"
"9274","blue","LOC713438"
"9277","blue","LOC713457"
"9278","blue","LOC713458"
